pmid	title	pubYear	authorString	firstAuthor	citedByCount	journalTitle	isOpenAccess	RetractedIn	minPubDate	minRetDate	monthsToRet
16723796	Effect of obstructive sleep apnea on aortic elastic parameters: relationship to left ventricular mass and function.	2006	Tanriverdi H, Evrengul H, Kaftan A, Kara CO, Kuru O, Tanriverdi S, Ozkurt S, Semiz E.	Tanriverdi H	12	Circ J		20689222	26-05-2006	07-08-2010	51
16756753	Transduced Tat-alpha-synuclein protects against oxidative stress in vitro and in vivo.	2006	Choi HS, Lee SH, Kim SY, An JJ, Hwang SI, Kim DW, Yoo KY, Won MH, Kang TC, Kwon HJ, Kang JH, Cho SW, Kwon OS, Choi JH, Park J, Eum WS, Choi SY.	Choi HS	12	J Biochem Mol Biol		20632472	08-06-2006	17-07-2010	50
17237390	B7-DC/PD-L2 cross-linking induces NF-kappaB-dependent protection of dendritic cells from cell death.	2007	Radhakrishnan S, Nguyen LT, Ciric B, Van Keulen VP, Pease LR.	Radhakrishnan S	12	J Immunol		20483794	24-01-2007	21-05-2010	40
17280485	Protection against myocardial ischemia-reperfusion injury by the angiogenic Masterswitch protein PR 39 gene therapy: the roles of HIF1alpha stabilization and FGFR1 signaling.	2007	Muinck ED, Nagy N, Tirziu D, Murakami M, Gurusamy N, Goswami SK, Ghatpande S, Engelman RM, Simons M, Das DK.	Muinck ED	12	Antioxid Redox Signal		22239245	07-02-2007	14-01-2012	60
17564607	Geographical variation in cloacal microflora and bacterial antibiotic resistance in a threatened avian scavenger in relation to diet and livestock farming practices.	2007	Blanco G, Lemus JA, Grande J, Gangoso L, Grande JM, DonÌÁzar JA, Arroyo B, FrÌ_as O, Hiraldo F.	Blanco G	12	Environ Microbiol		23819158	15-06-2007	03-07-2013	74
17597212	The mouse complement regulator CD59b is significantly expressed only in testis and plays roles in sperm acrosome activation and motility.	2008	Donev RM, Sivasankar B, Mizuno M, Morgan BP.	Donev RM	12	Mol Immunol	Y	24558652	29-06-2007	22-02-2014	81
17852474	Estimation of daily human intake of food flavonoids.	2008	Mullie P, Clarys P, Deriemaeker P, Hebbelinck M.	Mullie P	12	Int J Food Sci Nutr		25290222	14-09-2007	08-10-2014	86
17911405	Non-esterified fatty acids and human lymphocyte death: a mechanism that involves calcium release and oxidative stress.	2007	Otton R, da Silva DO, Campoio TR, Silveira LR, de Souza MO, Hatanaka E, Curi R.	Otton R	12	J Endocrinol		23717843	04-10-2007	30-05-2013	69
18088512	Protective effects of hydroxysafflor yellow A on acute and chronic congestive cardiac failure mediated by reducing ET-1, NOS and oxidative stress in rats.	2008	He H, Yang X, Shi M, Zeng X, Yang J, Wu L, Li L.	He H	12	J Pharm Pharmacol		19406009	20-12-2007	02-05-2009	17
18387770	Microbial production of dihydroxyacetone.	2008	Mishra R, Jain SR, Kumar A.	Mishra R	12	Biotechnol Adv		20891033	05-04-2008	05-10-2010	30
18632654	Modulation of CD59 expression by restrictive silencer factor-derived peptides in cancer immunotherapy for neuroblastoma.	2008	Donev RM, Gray LC, Sivasankar B, Hughes TR, van den Berg CW, Morgan BP.	Donev RM	12	Cancer Res	N	24204029	18-07-2008	09-11-2013	65
18819028	Pneumococcal surface adhesin A (PsaA): a review.	2008	Rajam G, Anderton JM, Carlone GM, Sampson JS, Ades EW.	Rajam G	12	Crit Rev Microbiol		19058046	27-09-2008	06-12-2008	2
19455581	Jagged1 regulates the activation of astrocytes via modulation of NFkappaB and JAK/STAT/SOCS pathways.	2009	Morga E, Mouad-Amazzal L, Felten P, Heurtaux T, Moro M, Michelucci A, Gabel S, Grandbarbe L, Heuschling P.	Morga E	12	Glia		24588028	21-05-2009	04-03-2014	58
19466205	Translational research into gut microbiota: new horizons in obesity treatment.	2009	Tsukumo DM, Carvalho BM, Carvalho-Filho MA, Saad MJ.	Tsukumo DM	12	Arq Bras Endocrinol Metabol		24402024	26-05-2009	10-01-2014	56
19513288	Circulating endothelial progenitor cells in cerebrovascular disease.	2008	Jung KH, Roh JK.	Jung KH	12	J Clin Neurol	Y	22787502	11-06-2009	13-07-2012	38
19549114	Analysis of association between the 5-HTTLPR and STin2 polymorphisms in the serotonin-transporter gene and clinical response to a selective serotonin reuptake inhibitor (sertraline) in patients with premature ejaculation.	2010	Safarinejad MR.	Safarinejad MR.	12	BJU Int		25830184	25-06-2009	02-04-2015	70
19754427	IRAK1-independent pathways required for the interleukin-1-stimulated activation of the Tpl2 catalytic subunit and its dissociation from ABIN2.	2009	Handoyo H, Stafford MJ, McManus E, Baltzis D, Peggie M, Cohen P.	Handoyo H	12	Biochem J		24325551	17-09-2009	12-12-2013	52
19851734	Identification and characterization of a novel antibacterial peptide, avian beta-defensin 2 from ducks.	2009	Ma D, Wang R, Liao W, Han Z, Liu S.	Ma D	12	J Microbiol		23625233	24-10-2009	30-04-2013	43
20018848	Azadirachtin interacts with the tumor necrosis factor (TNF) binding domain of its receptors and inhibits TNF-induced biological responses.	2010	Thoh M, Kumar P, Nagarajaram HA, Manna SK.	Thoh M	12	J Biol Chem	N	23526247	19-12-2009	26-03-2013	40
20166664	Mechanical reconfiguration of stereoisomers.	2010	Wiggins KM, Hudnall TW, Shen Q, Kryger MJ, Moore JS, Bielawski CW.	Wiggins KM	12	J Am Chem Soc		25758672	20-02-2010	12-03-2015	62
20382694	Adipocyte-derived microvesicles are associated with multiple angiogenic factors and induce angiogenesis in vivo and in vitro.	2010	Aoki N, Yokoyama R, Asai N, Ohki M, Ohki Y, Kusubata K, Heissig B, Hattori K, Nakagawa Y, Matsuda T.	Aoki N	12	Endocrinology		24298604	13-04-2010	04-12-2013	44
21063029	Cannabinoid receptor 2 and its agonists mediate hematopoiesis and hematopoietic stem and progenitor cell mobilization.	2011	Jiang S, Alberich-Jorda M, Zagozdzon R, Parmar K, Fu Y, Mauch P, Banu N, Makriyannis A, Tenen DG, Avraham S, Groopman JE, Avraham HK.	Jiang S	12	Blood	N	21705492	11-11-2010	28-06-2011	8
21278292	The second RNA chaperone, Hfq2, is also required for survival under stress and full virulence of Burkholderia cenocepacia J2315.	2011	Ramos CG, Sousa SA, Grilo AM, Feliciano JR, LeitÌ£o JH.	Ramos CG	12	J Bacteriol	N	25319526	01-02-2011	17-10-2014	45
21446757	Exponential amplification for chemiluminescence resonance energy transfer detection of microRNA in real samples based on a cross-catalyst strand-displacement network.	2011	Bi S, Zhang J, Hao S, Ding C, Zhang S.	Bi S	12	Anal Chem		21574658	31-03-2011	18-05-2011	2
21576246	The solution structure of heparan sulfate differs from that of heparin: implications for function.	2011	Khan S, Rodriguez E, Patel R, Gor J, Mulloy B, Perkins SJ.	Khan S	12	J Biol Chem	N	23873987	18-05-2011	23-07-2013	27
21824890	Enhanced expression of coproporphyrinogen oxidase in malignant brain tumors: CPOX expression and 5-ALA-induced fluorescence.	2011	Takahashi K, Ikeda N, Nonoguchi N, Kajimoto Y, Miyatake S, Hagiya Y, Ogura S, Nakagawa H, Ishikawa T, Kuroiwa T.	Takahashi K	12	Neuro Oncol	N	23674837	10-08-2011	16-05-2013	22
22575316	Plasma PCSK9 levels and clinical outcomes in the TNT (Treating to New Targets) trial: a nested case-control study.	2012	Huijgen R, Boekholdt SM, Arsenault BJ, Bao W, Davaine JM, Tabet F, Petrides F, Rye KA, DeMicco DA, Barter PJ, Kastelein JJ, Lambert G.	Huijgen R	12	J Am Coll Cardiol		23729038	12-05-2012	04-06-2013	13
22806317	Diagnostic accuracy of 320-row computed tomography as compared with invasive coronary angiography in unselected, consecutive patients with suspected coronary artery disease.	2013	Pelliccia F, Pasceri V, Evangelista A, Pergolini A, BarillÌÊ F, Viceconte N, Tanzilli G, Schiariti M, Greco C, Gaudio C.	Pelliccia F	12	Int J Cardiovasc Imaging		24671379	19-07-2012	28-03-2014	21
22854406	ë_-Carotene in Golden Rice is as good as ë_-carotene in oil at providing vitamin A to children.	2012	Tang G, Hu Y, Yin SA, Wang Y, Dallal GE, Grusak MA, Russell RM.	Tang G	12	Am J Clin Nutr	N	26224301	03-08-2012	31-07-2015	36
22865880	XBP1S associates with RUNX2 and regulates chondrocyte hypertrophy.	2012	Liu Y, Zhou J, Zhao W, Li X, Jiang R, Liu C, Guo FJ.	Liu Y	12	J Biol Chem	N	25911690	07-08-2012	26-04-2015	33
370596	Hypertrophic cardiomyopathy and human leukocyte antigen linkage: differentiation of two forms of hypertrophic cardiomyopathy.	1979	Darsee JR, Heymsfield SB, Nutter DO.	Darsee JR	11	N Engl J Med		6341849	19-04-1979	09-06-1983	50
2665742	Endothelin stimulates a sustained 1,2-diacylglycerol increase and protein kinase C activation in bovine aortic smooth muscle cells.	1989	Lee TS, Chao T, Hu KQ, King GL.	Lee TS	11	Biochem Biophys Res Commun		1953717	14-07-1989	31-10-1991	28
1676522	Mitochondrial resolution of a deep branch in the genealogical tree for perching birds.	1991	Edwards SV, Arctander P, Wilson AC.	Edwards SV	11	Proc Biol Sci		8920253	22-02-1991	22-03-1996	62
1912585	Interleukin-4 inhibits growth of multiple myelomas by suppressing interleukin-6 expression.	1991	Herrmann F, Andreeff M, Gruss HJ, Brach MA, LÌ_bbert M, Mertelsmann R.	Herrmann F	11	Blood		11012249	15-10-1991	30-09-2000	109
8021227	Genetic determination of the meso-diaminopimelate biosynthetic pathway of mycobacteria.	1994	Cirillo JD, Weisbrod TR, Banerjee A, Bloom BR, Jacobs WR Jr.	Cirillo JD	11	J Bacteriol	N	9147965	01-07-1994	11-04-1997	34
7475576	Familial Alzheimer's disease associated with S182 codon 286 mutation.	1995	Chapman J, Asherov A, Wang N, Treves TA, Korczyn AD, Goldfarb LG.	Chapman J	11	Lancet		8691968	14-10-1995	20-07-1996	9
8811338	Characterization of long-term survivors of human immunodeficiency virus type 1 infection.	1996	Cao Y, Qin L, Zhang L, Safrit J, Ho DD.	Cao Y	11	Immunol Lett		10068298	01-06-1996	06-03-1999	34
9104522	Granisetron reduces the incidence and severity of nausea and vomiting after laparoscopic cholecystectomy.	1997	Fujii Y, Tanaka H, Toyooka H.	Fujii Y	11	Can J Anaesth		23180063	01-04-1997	27-11-2012	191
9482944	Prevention of renovascular and cardiac pathophysiological changes in hypertension by angiotensin II type 1 receptor antisense gene therapy.	1998	Martens JR, Reaves PY, Lu D, Katovich MJ, Berecek KH, Bishop SP, Raizada MK, Gelband CH.	Martens JR	11	Proc Natl Acad Sci U S A	N	15517657	16-04-1998	02-11-2004	80
9549743	Prophylactic therapy with granisetron in the prevention of vomiting after paediatric surgery. A randomized, double-blind comparison with droperidol and metoclopramide.	1998	Fujii Y, Tanaka H.	Fujii Y	11	Paediatr Anaesth		23289124	29-04-1998	05-01-2013	179
9649996	Efficacy of thoracic epidural analgesia following laparoscopic cholecystectomy.	1998	Fujii Y, Toyooka H, Tanaka H.	Fujii Y	11	Eur J Anaesthesiol		23571438	03-07-1998	11-04-2013	180
9806685	The effects of milrinone and its mechanism in the fatigued diaphragm in dogs.	1998	Fujii Y, Takahashi S, Toyooka H.	Fujii Y	11	Anesth Analg		23439822	07-11-1998	27-02-2013	174
9807069	Correlation of laryngeal and pharyngeal carcinomas and 24-hour pH monitoring of the esophagus and pharynx.	1998	Chen MY, Ott DJ, Casolo BJ, Moghazy KM, Koufman JA.	Chen MY	11	Otolaryngol Head Neck Surg		10438282	10-11-1998	07-08-1999	9
9809085	Prophylactic antiemetic therapy with granisetron-dexamethasone combination in women undergoing breast surgery.	1998	Fujii Y, Tanaka H, Toyooka H.	Fujii Y	11	Acta Anaesthesiol Scand		23599940	11-11-1998	20-04-2013	176
10095977	Insertion and removal of Implanon.	1998	Mascarenhas L.	Mascarenhas L.	11	Contraception		15504385	30-03-1999	27-10-2004	68
11518764	17beta-Estradiol promotes the up-regulation of SR-BII in HepG2 cells and in rat livers.	2001	Graf GA, Roswell KL, Smart EJ.	Graf GA	11	J Lipid Res		23515499	24-08-2001	22-03-2013	141
11536383	Nootropic-like effect of ashwagandha (Withania somnifera L.) in mice.	2001	Dhuley JN.	Dhuley JN.	11	Phytother Res		18814186	06-09-2001	25-09-2008	86
11564576	Abnormal DNA content predicts the occurrence of carcinomas in non-dysplastic oral white patches.	2001	SudbÌü J, Ried T, Bryne M, Kildal W, Danielsen H, Reith A.	SudbÌü J	11	Oral Oncol		17457991	21-09-2001	26-04-2007	68
12967786	The immune decision toward allograft tolerance in non-human primates requires early inhibition of innate immunity and induction of immune regulation.	2003	Hutchings A, Wu J, Asiedu C, Hubbard W, Eckhoff D, Contreras J, Thomas FT, Neville D, Thomas JM.	Hutchings A	11	Transpl Immunol		19565674	12-09-2003	01-07-2009	71
14499135	Biotransformation of drugs by microbial cultures for predicting mammalian drug metabolism.	2003	Srisilam K, Veeresham C.	Srisilam K	11	Biotechnol Adv		15508234	23-09-2003	29-10-2004	13
14622809	Comparison of sucrose, expressed breast milk, and breast-feeding on the neonatal response to heel prick.	2001	Bilgen H, Ozek E, Cebeci D, Ors R.	Bilgen H	11	J Pain		14622684	19-11-2003	19-11-2003	0
14673690	Nitrosative stress in early Type 1 diabetes. David H. P. Streeten Memorial Lecture.	2003	Hoeldtke RD.	Hoeldtke RD.	11	Clin Auton Res		17607544	16-12-2003	04-07-2007	43
15039353	Localization of BmpA on the exposed outer membrane of Borrelia burgdorferi by monospecific anti-recombinant BmpA rabbit antibodies.	2004	Shin JJ, Bryksin AV, Godfrey HP, Cabello FC.	Shin JJ	11	Infect Immun	N	18799811	25-03-2004	19-09-2008	55
15609310	Transactivation of the CCL5/RANTES gene by Epstein-Barr virus latent membrane protein 1.	2005	Uchihara JN, Krensky AM, Matsuda T, Kawakami H, Okudaira T, Masuda M, Ohta T, Takasu N, Mori N.	Uchihara JN	11	Int J Cancer		21960263	21-12-2004	01-10-2011	83
16263821	Wnt/beta-catenin signaling mediates antineoplastic effects of imatinib mesylate (gleevec) in anaplastic thyroid cancer.	2006	Rao AS, Kremenevskaja N, von Wasielewski R, Jakubcakova V, Kant S, Resch J, Brabant G.	Rao AS	11	J Clin Endocrinol Metab		16775851	03-11-2005	16-06-2006	8
16306274	Opposite effects of pre- and postischemic treatments with nitric oxide donor on ischemia/reperfusion-induced renal injury.	2006	Nakajima A, Ueda K, Takaoka M, Yoshimi Y, Matsumura Y.	Nakajima A	11	J Pharmacol Exp Ther		24713232	25-11-2005	10-04-2014	102
16327213	Pharmacokinetic interaction of paeoniflorin and sinomenine: pharmacokinetic parameters and tissue distribution characteristics in rats and protein binding ability in vitro.	2005	Liu ZQ, Jiang ZH, Chan K, Zhou H, Wong YF, Bian ZX, Xu HX, Liu L.	Liu ZQ	11	J Pharmacol Sci		17652912	06-12-2005	27-07-2007	20
16339543	Elevated T regulatory cells in long-term stable transplant tolerance in rhesus macaques induced by anti-CD3 immunotoxin and deoxyspergualin.	2005	Asiedu CK, Goodwin KJ, Balgansuren G, Jenkins SM, Le Bas-Bernardet S, Jargal U, Neville DM Jr, Thomas JM.	Asiedu CK	11	J Immunol		16849517	13-12-2005	20-07-2006	7
16542207	Safety and efficacy of tramadol in the treatment of idiopathic detrusor overactivity: a double-blind, placebo-controlled, randomized study.	2006	Safarinejad MR, Hosseini SY.	Safarinejad MR	11	Br J Clin Pharmacol	N	24516887	18-03-2006	12-02-2014	96
16913865	Activation of the NaCl- and drought-induced RD29A and RD29B promoters by constitutively active Arabidopsis MAPKK or MAPK proteins.	2006	Hua ZM, Yang X, Fromm ME.	Hua ZM	11	Plant Cell Environ		17081259	18-08-2006	04-11-2006	3
16960354	Regulation and functional relevance of milk fat globules and their components in the mammary gland.	2006	Aoki N.	Aoki N.	11	Biosci Biotechnol Biochem		24727556	09-09-2006	01-01-2013	77
17114063	PET imaging of tumour hypoxia.	2006	Padhani A.	Padhani A.	11	Cancer Imaging	Y	17234576	23-11-2006	20-01-2007	2
17158886	Activation of JNK-dependent pathway is required for HIV viral protein R-induced apoptosis in human monocytic cells: involvement of antiapoptotic BCL2 and c-IAP1 genes.	2007	Mishra S, Mishra JP, Kumar A.	Mishra S	11	J Biol Chem		22319782	13-12-2006	10-02-2012	63
17201546	On models and vases: body dissatisfaction and proneness to social comparison effects.	2007	Trampe D, Stapel DA, Siero FW.	Trampe D	11	J Pers Soc Psychol		22905771	05-01-2007	22-08-2012	69
17673498	Characteristics of orthostatic hypotension in Parkinson's disease.	2007	Oka H, Yoshioka M, Onouchi K, Morita M, Mochio S, Suzuki M, Hirai T, Ito Y, Inoue K.	Oka H	11	Brain		18522959	04-08-2007	05-06-2008	10
17704142	Stretching to understand proteins - a survey of the protein data bank.	2008	SuÅâkowska JI, Cieplak M.	SuÅâkowska JI	11	Biophys J	N	19017847	21-08-2007	20-11-2008	15
17920515	Hsp72 release: mechanisms and methodologies.	2007	Asea A.	Asea A.	11	Methods		19222129	09-10-2007	18-02-2009	17
18327875	Modulation of steroid activity in chronic inflammation: a novel anti-inflammatory role for curcumin.	2008	Biswas S, Rahman I.	Biswas S	11	Mol Nutr Food Res		19238689	11-03-2008	25-02-2009	12
18636547	Regulation of Wnt/beta-catenin pathway by cPLA2alpha and PPARdelta.	2008	Han C, Lim K, Xu L, Li G, Wu T.	Han C	11	J Cell Biochem	N	25767853	19-07-2008	14-03-2015	81
18675885	Immunosuppressive networks in the tumour environment and their effect in dendritic cells.	2009	Bennaceur K, Chapman JA, Touraine JL, Portoukalian J.	Bennaceur K	11	Biochim Biophys Acta		23614141	05-08-2008	25-04-2013	57
18827009	Mitochondrial dysfunction and HIF1alpha stabilization in inflammation.	2008	Garedew A, Moncada S.	Garedew A	11	J Cell Sci		22929902	02-10-2008	30-08-2012	48
19047050	Human T-cell leukemia virus type I tax down-regulates the expression of phosphatidylinositol 3,4,5-trisphosphate inositol phosphatases via the NF-kappaB pathway.	2009	Fukuda RI, Tsuchiya K, Suzuki K, Itoh K, Fujita J, Utsunomiya A, Tsuji T.	Fukuda RI	11	J Biol Chem		22242217	03-12-2008	14-01-2012	38
19059841	Novel role of the CXC chemokine receptor 3 in inflammatory response to arterial injury: involvement of mTORC1.	2009	Schwarz JB, Langwieser N, Langwieser NN, Bek MJ, Seidl S, Eckstein HH, Lu B, SchÌ_mig A, PavenstÌ_dt H, ZohlnhÌ_fer D.	Schwarz JB	11	Circ Res		21617131	09-12-2008	28-05-2011	30
19074154	Influence on coagulation of a potato-derived hydroxethylstarch (HES 130/0.42) and a maize-derived hydroxethylstarch (HES 130/0.4) in patients undergoing cardiac surgery.	2009	Boldt J, Suttner S, Brosch C, Lehmann A, Mengistu A.	Boldt J	11	Br J Anaesth		21685126	17-12-2008	21-06-2011	31
19242952	Inhibition of constitutive activity of nuclear transcription factor kappaB sensitizes doxorubicin-resistant cells to apoptosis.	2009	Gangadharan C, Thoh M, Manna SK.	Gangadharan C	11	J Cell Biochem		23720833	27-02-2009	31-05-2013	52
